dataset,fold,FCN,MotionGRU,ConvTran,ConvLSTM,VanTran,DisjointCNN,STGCN,LITEMV,H-Inception
UIPRMD_reg_SSE,3,0.265030286375417,0.0933943133142259,0.295928846986559,0.143435155610508,0.142358822641373,0.258567071482341,0.105994742155605,0.0973488428179423,0.144996268641684
UIPRMD_reg_SSE,4,0.125960354898572,0.0742340534430742,0.210293104117215,0.138497900913954,0.147421304042339,0.128296781507731,0.120559091488123,0.17332100625217,0.113877156104743
UIPRMD_reg_SSE,5,0.0546904044950008,0.0619912341630458,0.183013287817836,0.142606846300364,0.0606438374948501,0.103843310361505,0.0675429972612857,0.172513023277521,0.193389711415172
UIPRMD_reg_SSE,6,0.097141298995018,0.0685905349119504,0.0697688213618596,0.0977588663546244,0.172780794612567,0.0671015413157145,0.0880522193630536,0.0697847338867187,0.111033435551176
UIPRMD_reg_SSE,7,0.248950588031769,0.141757162010193,0.168091414367676,0.0741722316608429,0.136382801925659,0.140771528875351,0.147518569623947,0.117776154672623,0.195679395256758
UIPRMD_reg_SSIER,0,0.110780979959488,0.108764108026028,0.121778965710163,0.122104363087654,0.0933790454425811,0.105286265257835,0.0960114659013748,0.0796806311016082,0.332575266613722
UIPRMD_reg_SSIER,1,0.0553436660501692,0.0375378708881801,0.0251783907254536,0.0565840544117821,0.0529225853474934,0.0326340476459926,0.0837524068599277,0.0412547461562686,0.138136265138785
UIPRMD_reg_SSIER,2,0.210883444161945,0.133108466411167,0.299245519302024,0.108586696397993,0.0396253830443488,0.17873559936391,0.0634076415846082,0.089453499302864,0.144436863010195
UIPRMD_reg_SSIER,3,0.490532468014558,0.296680374364323,0.677337157108983,0.427369494450026,0.120255119260152,0.646464172588719,0.104578884481854,0.248637462576495,0.404185180152307
UIPRMD_reg_SSIER,4,0.339651761903498,0.0853304272418552,0.0655414802689022,0.0745483828735351,0.0581258341852823,0.0866216941897074,0.0687447631581624,0.0579167185741,0.333511605958111
UIPRMD_reg_SSIER,5,0.130224342200415,0.101307851851327,0.0846457852186475,0.0740896170125689,0.114568083583287,0.159661888638224,0.117450137637002,0.0945757672010149,0.140991911912646
UIPRMD_reg_SSIER,6,0.120550330497197,0.0895100443308694,0.126167892007828,0.105130704686982,0.126481154059001,0.145115112707956,0.128925514144897,0.0812921620723179,0.0954704981495652
UIPRMD_reg_SSS,0,0.0954311599728796,0.0744099472165107,0.0527988041615486,0.114615301623609,0.185389223340352,0.0654613369570838,0.189098258127636,0.0596631964551077,0.148029201327926
UIPRMD_reg_SSS,1,0.290926649122768,0.144337319155799,0.0995968515099419,0.221800132490794,0.12289773879581,0.267009663734436,0.131482112220128,0.0632160575633579,0.166221861528291
UIPRMD_reg_SSS,2,0.116321055777868,0.247234462252988,0.186017533083492,0.147558633996116,0.17884409553104,0.163507623082797,0.18152200638877,0.152096204560863,0.272739067186978
UIPRMD_reg_SSS,3,0.230071509539419,0.183079947808584,0.181137550110287,0.18856609339714,0.188772540855408,0.198619367703332,0.197851924788157,0.159705848605898,0.214547658340666
UIPRMD_reg_SSS,4,0.575447405539817,0.206138009126451,0.167255223854913,0.231234074696435,0.188282543816037,0.138921022369597,0.163154136867523,0.0891293162748548,0.404731770559682
UIPRMD_reg_SSS,5,0.33285666164928,0.108844546489716,0.514047935371796,0.162674660978317,0.150338693646325,0.447357794078059,0.155941863355637,0.188221727803548,0.463112475707084
UIPRMD_reg_STS,0,0.0604795498355229,0.0344935053200191,0.052392380106714,0.0283282586203681,0.0453618930827246,0.0559460467778311,0.041431205529107,0.0403496298382017,0.0524238592150476
UIPRMD_reg_STS,1,0.0508907407177195,0.0477809706704756,0.0397232393707948,0.0600937693994185,0.0670509203131058,0.0349304174742979,0.0724490126228332,0.0361398835283167,0.0507353316542681
UIPRMD_reg_STS,2,0.0585878574735977,0.0407008711276334,0.0594283158801583,0.0718281801111558,0.0570990578219469,0.046584880953957,0.0512796203977921,0.0426119239133946,0.0698629214264364
UIPRMD_reg_STS,3,0.0621132329511642,0.0456628567147254,0.0687594837069511,0.0980551463538408,0.0865029419928789,0.0587403907293081,0.0791041857719421,0.0474770384085178,0.0569695735865831
UIPRMD_reg_STS,4,0.0611855832639336,0.0575458985042571,0.0581806472051143,0.0598256971222162,0.0909374844825267,0.0566968112045526,0.0927153339320421,0.0401435857009887,0.0721405712983012
