dataset,fold,FCN,MotionGRU,ConvTran,ConvLSTM,VanTran,DisjointCNN,STGCN,LITEMV,H-Inception
UIPRMD_reg_HS,4,0.224414164127509,0.0901922582404883,0.273342214320548,0.137657141818138,0.186952134025208,0.252981763900885,0.207953305451251,0.0847642013302042,0.11988953693143
UIPRMD_reg_HS,5,0.185893165220949,0.0733248248638224,0.168249007639876,0.101796658277306,0.193054617456129,0.16461172110888,0.14447264255755,0.0861933912418686,0.251066534177582
UIPRMD_reg_HS,6,0.27916285978682,0.118015503934787,0.104375932725713,0.117175434748305,0.150177061659546,0.136763962705624,0.136696655168596,0.111738157228428,0.186506119006568
UIPRMD_reg_IL,0,0.179569784489586,0.271114885560321,0.17966480007438,0.199816150858376,0.232773578928801,0.233822424136848,0.177231372011902,0.233187286607758,0.209435572569603
UIPRMD_reg_IL,1,0.403701400208771,0.321192075152857,0.399665038361155,0.424844864857358,0.205452808658131,0.325705247733963,0.216473085944431,0.267217196292075,0.463894043212883
UIPRMD_reg_IL,2,0.20365110539448,0.155813696379434,0.0905015313198728,0.130433383430804,0.243139873333865,0.115717385425538,0.245607173380826,0.145216397636149,0.167851763649433
UIPRMD_reg_IL,3,0.221115153356342,0.235760579474153,0.238321587380924,0.224970192944532,0.239827928364276,0.203865981316776,0.237157677540923,0.308400793724309,0.273339456994828
UIPRMD_reg_IL,4,0.24516484379594,0.215154722750252,0.197411255154904,0.220869945848461,0.274830989845257,0.232989929150369,0.199153765819488,0.185806315580912,0.253791022619392
UIPRMD_reg_IL,5,0.315070361444985,0.23412370505274,0.196195728837529,0.178463547420299,0.152321313413247,0.189115961702628,0.136928065674738,0.303098993926804,0.145131259435681
UIPRMD_reg_SASLR,0,0.125400995674778,0.112594561508967,0.159991604311682,0.132951099382812,0.171144552176512,0.106139453380867,0.136694611567526,0.108034379679421,0.101380857050568
UIPRMD_reg_SASLR,1,0.0980142651808154,0.144133879177104,0.143010051385618,0.090579947622389,0.124844748388069,0.082538221615561,0.124122999808249,0.0678299193511373,0.115108843490498
UIPRMD_reg_SASLR,2,0.105497930661418,0.109468254427868,0.066832303607095,0.10907939713068,0.113998120011594,0.067313113610475,0.103610267438851,0.0719313417592639,0.0611506273780781
UIPRMD_reg_SASLR,3,0.103658447421957,0.0314288586428006,0.0609241171916513,0.0577679699963008,0.146731110762005,0.0783790192309569,0.127783759681321,0.0617288894308217,0.08791799290993
UIPRMD_reg_SASLR,4,0.0925902601573739,0.106748861355016,0.0928697486767385,0.0915501229211389,0.112211460113287,0.104751775559393,0.107667960291766,0.104944947521018,0.0739946015176288
UIPRMD_reg_SASLR,5,0.048521246064009,0.0699326382058594,0.0383308442171765,0.0536998145387917,0.0791007783928088,0.0585804596319494,0.061729881311189,0.0686727136349402,0.0646956157224662
UIPRMD_reg_SASLR,6,0.0730801143102258,0.0787056894456007,0.0726984202089148,0.0651633817425888,0.0906493083893468,0.0727424166115472,0.0904408549927081,0.0731160068409439,0.123690645478152
UIPRMD_reg_SASLR,7,0.174402479823089,0.0664151408079549,0.126195748818951,0.0604200365598125,0.161157961144043,0.0655001962838143,0.118955392026354,0.0529498232839283,0.0410888613063939
UIPRMD_reg_SL,0,0.0629511319982529,0.0598426453562662,0.0501186969800975,0.0611528954291598,0.0612013187136258,0.0491479285513595,0.0590585513847311,0.041175506232881,0.0763137780712242
UIPRMD_reg_SL,1,0.0948298760527848,0.0938704620942864,0.0638024650332397,0.0493203185465621,0.0728113668979647,0.103255438310725,0.069395349067706,0.0420894737045889,0.0661179524563246
UIPRMD_reg_SL,2,0.0574894950304059,0.0729958490132688,0.055266369073367,0.0492775642310363,0.0804981148416971,0.0982487459451662,0.0727273927682622,0.0575530969210728,0.162159448885211
UIPRMD_reg_SL,3,0.104296669357725,0.0970782329777669,0.0911981365535238,0.103019196317789,0.136636810476328,0.104945991097835,0.114208413102651,0.0785106227584755,0.105816014047973
UIPRMD_reg_SL,4,0.0769396039779213,0.0878879939660695,0.0321603103231974,0.0648665004588813,0.0803057034708562,0.052707319128596,0.056846487004239,0.0557092848660213,0.0436647582916657
UIPRMD_reg_SL,5,0.14344326111907,0.14351163318756,0.0810669118729755,0.153310149333262,0.189559612142758,0.0888063172300722,0.176422277486245,0.0673319391247094,0.0794937775878422
UIPRMD_reg_SL,6,0.0890668906620336,0.0386505404316303,0.0795752810438993,0.0479362225734142,0.0465500361554951,0.0457008133180045,0.0733021356465047,0.0790412423105939,0.100070817137303
UIPRMD_reg_SL,7,0.15209919053789,0.187915656542078,0.154985623011561,0.18624377431389,0.211728163889571,0.156831022996023,0.195812174046999,0.158131283070575,0.124494852152872
UIPRMD_reg_SSA,0,0.144166915585302,0.0990279911223609,0.103156356362786,0.109370779578872,0.237246673062952,0.100217242394667,0.232587923280551,0.0818223865039651,0.115367740989333
UIPRMD_reg_SSA,1,0.17026637881068,0.134588225159253,0.102651914656443,0.156905851496891,0.258808635423621,0.0862060713577698,0.264391750323902,0.101676233396564,0.148310996112841
UIPRMD_reg_SSA,2,0.250726252290925,0.282625973702885,0.240672960288864,0.232802488390684,0.253799645758183,0.270348068209587,0.275863623482482,0.219106230312629,0.226171739871251
UIPRMD_reg_SSA,3,0.276376293768756,0.124780335586414,0.395928350574294,0.158195524550188,0.230830507710197,0.264119300309486,0.179534011552825,0.137213781081875,0.151020495290846
UIPRMD_reg_SSA,4,0.238462908576938,0.135527978375261,0.205024520531924,0.219444230470123,0.18914763995396,0.225297867833083,0.196252913107733,0.0840131367440854,0.152909934926137
UIPRMD_reg_SSA,5,0.23260879846527,0.219700852731594,0.277911157761329,0.189517031007827,0.174202500034282,0.233353117764113,0.231791651355564,0.079285503920735,0.141538420991309
UIPRMD_reg_SSA,6,0.13755174492124,0.104403761673061,0.0994659470388596,0.102086674884927,0.160066824874322,0.141497093655602,0.0916750772213494,0.096658653178362,0.229075276579028
UIPRMD_reg_SSE,0,0.105136379021596,0.0957184435424909,0.154612627277171,0.0868670006846607,0.166100359559272,0.207549394696743,0.105549167112305,0.0852660664546013,0.248273529337581
UIPRMD_reg_SSE,1,0.18076430369548,0.0788557895998004,0.0796452207284462,0.0858510838765095,0.121445836636089,0.175219823804126,0.0879421263921702,0.137131533532477,0.19191074188622
UIPRMD_reg_SSE,2,0.18435521765085,0.138378913963145,0.18526184640729,0.132477615620806,0.225380661593299,0.217567619499842,0.140646265979225,0.13016577612032,0.117625887079547
UIPRMD_reg_SSE,3,0.30178097255473,0.129635188243829,0.317718829838259,0.158438595710278,0.15746842316103,0.286752507303083,0.127565862007811,0.111608399841758,0.163243841087085
UIPRMD_reg_SSE,4,0.139096804027095,0.0823287708982573,0.219137329756202,0.152798332299804,0.21122581026651,0.138590410691381,0.133487403492514,0.186528064834776,0.124097937725968
UIPRMD_reg_SSE,5,0.0830378078378639,0.0952785368364838,0.18783518618297,0.156556601129352,0.0669825337104665,0.113145667777424,0.0753849393947838,0.191392168413557,0.205081142324989
UIPRMD_reg_SSE,6,0.112189552811512,0.0981570980787072,0.101574539652528,0.110372901854689,0.179705109318147,0.0870018541534059,0.118512380782715,0.122042854296084,0.127626434021623
UIPRMD_reg_SSE,7,0.317448200911988,0.144235816113098,0.173278108711667,0.115890247353368,0.161053323602356,0.149620550705743,0.168686547112409,0.143509809401129,0.21868746324823
UIPRMD_reg_SSIER,0,0.123261766996758,0.170506077491552,0.163053212922204,0.15740249559372,0.14327021535689,0.13369090238758,0.128328202380904,0.130974716475969,0.35068464814327
UIPRMD_reg_SSIER,1,0.0665774372829611,0.0508183536160504,0.0324857315387617,0.0717437753096406,0.0808116985792871,0.0445019429108628,0.0889607230642288,0.0483767072891837,0.141870840704117
UIPRMD_reg_SSIER,2,0.224506873607685,0.168916261355601,0.340349304877429,0.124567161019864,0.0660186844688379,0.200678594107498,0.0675775903969428,0.116329045773217,0.166048262434625
UIPRMD_reg_SSIER,3,0.507637877872853,0.318120242914101,0.688415433433124,0.442992208748221,0.126889432771664,0.658626030918287,0.119986216585943,0.264702387006623,0.41959005588226
UIPRMD_reg_SSIER,4,0.363452161194923,0.0894378085357732,0.0708618592061871,0.093998553190388,0.080832694682667,0.0969753610058537,0.0762445805805271,0.0811425005062497,0.344566514730214
UIPRMD_reg_SSIER,5,0.184744328376023,0.151394402575053,0.126392399955553,0.12174654247169,0.174259957142608,0.197956451998435,0.167900058325123,0.130898751845856,0.20908381119513
UIPRMD_reg_SSIER,6,0.130496354453224,0.140883668926245,0.158659195206974,0.117282391879481,0.188577003727932,0.156847722024613,0.196234865717586,0.0957045466463486,0.102152985776575
UIPRMD_reg_SSS,0,0.118213647501382,0.106853646946351,0.0726661435107971,0.149245274708069,0.243696188688165,0.0961454885214882,0.21847291502809,0.0842069797637436,0.182232193652046
UIPRMD_reg_SSS,1,0.306030114956146,0.15142086329578,0.118879217690902,0.23781478557938,0.130269798683517,0.279983399772072,0.147904717901807,0.0915639712697922,0.17741706276996
UIPRMD_reg_SSS,2,0.190875180025939,0.265759621675211,0.212346299683485,0.208680590351734,0.222656357960367,0.195320872707676,0.209894041334567,0.17452090207994,0.292315513021444
UIPRMD_reg_SSS,3,0.276689890900163,0.262247076801564,0.251343897515504,0.269646236768621,0.213273402623094,0.210598311768887,0.207472521489683,0.228486005415587,0.296834046159201
UIPRMD_reg_SSS,4,0.591909585087449,0.271479395842734,0.175852508161125,0.280257022143924,0.21562319654665,0.15880871603797,0.168549599899289,0.127558542382622,0.444738897220442
UIPRMD_reg_SSS,5,0.372867135083472,0.13840102636059,0.538736028509344,0.164682137452216,0.17523056605844,0.474892036631255,0.163690336398903,0.206066525601696,0.485273887613631
UIPRMD_reg_STS,0,0.0726694491976114,0.0451251880260981,0.0612846201029975,0.0415104977269867,0.0607796015488609,0.0644413529535572,0.0462844435893744,0.0536198344471786,0.0629157402248713
UIPRMD_reg_STS,1,0.0707524166061249,0.0603698906308419,0.0566503176064866,0.0755499772895043,0.0887303199638598,0.0512558534795429,0.0877729066737588,0.0535347852440966,0.0594263335774619
UIPRMD_reg_STS,2,0.083823614152946,0.0634142630624518,0.0823205100477809,0.0917584093009363,0.0747717562104162,0.0647955310467998,0.0646094342853039,0.0602554769997927,0.0811427774182371
UIPRMD_reg_STS,3,0.0715265342501972,0.0580461810610032,0.0823740151836117,0.104816923009417,0.105097881716093,0.074084353506257,0.0959298943610532,0.0553194267215657,0.0668487815830912
UIPRMD_reg_STS,4,0.0722965524939672,0.0794222614741046,0.0743619890024922,0.0829283070198975,0.128913121591854,0.0704998202283759,0.114671207308468,0.0534610994647685,0.0833270112520315
